TimeSlot,mMTC_BW,URLLC_BW,eMBB_BW,mMTC_CPU,URLLC_CPU,eMBB_CPU,mMTC_MEM,URLLC_MEM,eMBB_MEM
63,195.185977833658,298.519730804418,506.294291361924,19.5185977833658,29.8519730804418,50.6294291361924,19.5185977833658,29.8519730804418,50.6294291361924
64,234.368811147827,353.203701307289,412.427487544884,23.4368811147827,35.3203701307289,41.2427487544884,23.4368811147827,35.3203701307289,41.2427487544884
65,187.40915020146,352.19995468895,460.39089510959,18.740915020146,35.219995468895,46.039089510959,18.740915020146,35.219995468895,46.039089510959
66,221.282017724932,303.370508171278,475.34747410379,22.1282017724932,30.3370508171278,47.534747410379,22.1282017724932,30.3370508171278,47.534747410379
67,124.030757181744,327.56840999281,548.400832825447,12.4030757181744,32.756840999281,54.8400832825447,12.4030757181744,32.756840999281,54.8400832825447
68,199.480932185655,327.273404367089,473.245663447256,19.9480932185655,32.7273404367089,47.3245663447256,19.9480932185655,32.7273404367089,47.3245663447256
69,202.839658718615,372.963243450356,424.19709783103,20.2839658718615,37.2963243450356,42.419709783103,20.2839658718615,37.2963243450356,42.419709783103
70,228.889244497102,385.115236772901,385.995518729997,22.8889244497102,38.5115236772901,38.5995518729997,22.8889244497102,38.5115236772901,38.5995518729997
71,196.807221893403,329.78507452408,473.407703582517,19.6807221893403,32.978507452408,47.3407703582517,19.6807221893403,32.978507452408,47.3407703582517
72,191.406191464765,302.062895905332,506.530912629904,19.1406191464765,30.2062895905332,50.6530912629904,19.1406191464765,30.2062895905332,50.6530912629904
73,190.991592499496,325.39308351766,483.615323982844,19.0991592499496,32.539308351766,48.3615323982844,19.0991592499496,32.539308351766,48.3615323982844
74,195.584658924322,383.925441592188,420.48989948349,19.5584658924322,38.3925441592188,42.048989948349,19.5584658924322,38.3925441592188,42.048989948349
75,257.704662767737,331.334566415662,410.960770816601,25.7704662767737,33.1334566415662,41.0960770816601,25.7704662767737,33.1334566415662,41.0960770816601
76,171.260154643202,280.86665361485,547.873191741948,17.1260154643201,28.086665361485,54.7873191741948,17.1260154643201,28.086665361485,54.7873191741948
77,257.617025901073,0,742.382974098927,25.7617025901073,0,74.2382974098927,25.7617025901073,0,74.2382974098927
78,305.226411744056,0,694.773588255944,30.5226411744056,0,69.4773588255944,30.5226411744056,0,69.4773588255944
79,251.873614876879,0,748.126385123121,25.1873614876879,0,74.8126385123121,25.1873614876879,0,74.8126385123121
80,262.250639931962,0,737.749360068038,26.2250639931963,0,73.7749360068037,26.2250639931963,0,73.7749360068037
